Date,Year,Month,Day,Country,State_Province,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccinated_Percentage,New_Cases_Today,New_Deaths_Today,Population_Millions,Mortality_Rate_Percent,Recovery_Rate_Percent
14-08-2030,2030,August,14,France,N/A,2988,87,2233,668,55336,73.95,314,5,118.7,2.91,74.73
15-08-2030,2030,August,15,Germany,N/A,3745,49,3192,504,69758,67.57,243,1,733.91,1.31,85.23
16-08-2030,2030,August,16,Mexico,N/A,2804,31,2377,396,33216,72.58,259,1,329.19,1.11,84.77
17-08-2030,2030,August,17,Germany,N/A,3187,48,2787,352,57078,72.86,64,3,1219.42,1.51,87.45
18-08-2030,2030,August,18,USA,N/A,2858,22,2610,226,50560,79.16,200,1,248.82,0.77,91.32
19-08-2030,2030,August,19,Bangladesh,N/A,1557,39,1468,50,28100,81.94,61,0,1376.91,2.5,94.28
20-08-2030,2030,August,20,UK,N/A,3203,31,2942,230,42865,80.87,75,0,900.96,0.97,91.85
21-08-2030,2030,August,21,France,N/A,2230,46,2040,144,27354,75.76,89,2,1252.44,2.06,91.48
22-08-2030,2030,August,22,Bangladesh,N/A,3990,83,3494,413,75066,78.84,233,6,922.53,2.08,87.57
23-08-2030,2030,August,23,USA,N/A,1384,29,1020,335,7280,76.33,24,0,589.18,2.1,73.7
24-08-2030,2030,August,24,Italy,N/A,1918,39,1657,222,23503,83.8,84,0,1103.32,2.03,86.39
25-08-2030,2030,August,25,Italy,N/A,3241,22,2571,648,47539,71.64,205,1,557.13,0.68,79.33
26-08-2030,2030,August,26,Turkey,N/A,3004,33,2522,449,24935,74.86,28,0,1082.6,1.1,83.95
27-08-2030,2030,August,27,UK,N/A,3828,109,3501,218,42273,82.02,148,10,513.66,2.85,91.46
28-08-2030,2030,August,28,Indonesia,N/A,4691,135,3624,932,69220,76.55,145,8,514.27,2.88,77.25
29-08-2030,2030,August,29,Iran,N/A,2758,76,2115,567,35382,84.45,105,4,1371.11,2.76,76.69
30-08-2030,2030,August,30,Argentina,N/A,2630,58,2078,494,44878,87.97,174,3,897.7,2.21,79.01
31-08-2030,2030,August,31,Bangladesh,N/A,2762,59,2125,578,48537,73.03,172,2,1189.81,2.14,76.94
1/9/2030,2030,September,1,India,Assam,3626,39,3364,223,61100,79.83,170,2,15.02,1.08,92.77
2/9/2030,2030,September,2,Canada,N/A,4065,72,2935,1058,54356,80.98,68,3,1194.46,1.77,72.2
3/9/2030,2030,September,3,Bangladesh,N/A,2462,70,2172,220,17247,74.48,152,4,275.34,2.84,88.22
4/9/2030,2030,September,4,Canada,N/A,3403,60,2516,827,39671,78.78,202,2,357.38,1.76,73.93
5/9/2030,2030,September,5,UK,N/A,2009,10,1569,430,12407,74.77,99,0,718.93,0.5,78.1
6/9/2030,2030,September,6,USA,N/A,2998,70,2366,562,16723,68.17,222,4,170.44,2.33,78.92
7/9/2030,2030,September,7,Russia,N/A,1845,53,1300,492,19283,77.18,30,3,886.63,2.87,70.46
8/9/2030,2030,September,8,Australia,N/A,4145,33,3771,341,41815,74.89,258,1,594.33,0.8,90.98
9/9/2030,2030,September,9,Bangladesh,N/A,4216,51,3235,930,60144,75.01,249,2,350.34,1.21,76.73
10/9/2030,2030,September,10,Russia,N/A,2922,56,2237,629,34960,81.14,201,3,5.31,1.92,76.56
11/9/2030,2030,September,11,UK,N/A,4028,79,3514,435,21924,80,346,4,171.49,1.96,87.24
12/9/2030,2030,September,12,Spain,N/A,2959,58,2619,282,56210,79.17,166,2,1244.31,1.96,88.51
13-09-2030,2030,September,13,Mexico,N/A,2989,64,2430,495,26256,81.1,180,3,616.34,2.14,81.3
14-09-2030,2030,September,14,Ukraine,N/A,2901,40,2698,163,19420,70.78,156,2,482.75,1.38,93
15-09-2030,2030,September,15,Turkey,N/A,2567,71,2015,481,42983,78.05,135,3,957.16,2.77,78.5
16-09-2030,2030,September,16,Spain,N/A,4536,124,3234,1178,31042,81,134,2,1065.69,2.73,71.3
17-09-2030,2030,September,17,Bangladesh,N/A,2616,52,2378,186,16288,85.38,181,2,462.39,1.99,90.9
18-09-2030,2030,September,18,Pakistan,N/A,3294,20,3075,199,26930,78.66,112,0,786.84,0.61,93.35
19-09-2030,2030,September,19,Iran,N/A,1615,40,1414,161,10118,78.59,101,2,571.84,2.48,87.55
20-09-2030,2030,September,20,Iran,N/A,5323,65,4722,536,74393,84.64,250,2,1173.29,1.22,88.71
21-09-2030,2030,September,21,South Korea,N/A,3415,34,2947,434,67269,76.42,340,1,228.84,1,86.3
22-09-2030,2030,September,22,Bangladesh,N/A,2906,74,2219,613,22896,82.83,124,3,374.79,2.55,76.36
23-09-2030,2030,September,23,South Korea,N/A,2275,54,1858,363,31818,80.48,81,2,1035.73,2.37,81.67
24-09-2030,2030,September,24,Brazil,N/A,1306,12,981,313,8142,82.93,78,0,476.68,0.92,75.11
25-09-2030,2030,September,25,Brazil,N/A,4784,93,3594,1097,60229,71.36,318,6,215.44,1.94,75.13
26-09-2030,2030,September,26,Japan,N/A,5766,161,5449,156,37053,74.01,55,2,537.95,2.79,94.5
27-09-2030,2030,September,27,USA,N/A,2347,22,2190,135,17523,75.77,78,1,1365.43,0.94,93.31
28-09-2030,2030,September,28,Spain,N/A,2212,49,1700,463,43080,78.04,183,3,276.36,2.22,76.85
29-09-2030,2030,September,29,Turkey,N/A,3399,69,2967,363,50527,77.3,221,2,1077.96,2.03,87.29
30-09-2030,2030,September,30,Colombia,N/A,3262,28,3090,144,43897,80.28,81,1,1330.33,0.86,94.73
1/10/2030,2030,October,1,Argentina,N/A,2942,49,2672,221,29210,79.25,177,2,111.57,1.67,90.82
2/10/2030,2030,October,2,Italy,N/A,2351,22,1659,670,13383,76.58,137,1,197.87,0.94,70.57
3/10/2030,2030,October,3,Brazil,N/A,2489,38,2317,134,20009,77.01,202,1,987.58,1.53,93.09
4/10/2030,2030,October,4,Japan,N/A,3274,79,2574,621,20751,73.54,195,4,1350.07,2.41,78.62
5/10/2030,2030,October,5,Germany,N/A,4392,102,4165,125,79356,83.01,349,4,660.25,2.32,94.83
6/10/2030,2030,October,6,Argentina,N/A,2745,25,2265,455,53002,71.51,37,2,340.54,0.91,82.51
7/10/2030,2030,October,7,South Korea,N/A,3823,42,2778,1003,31251,76.51,152,3,1211.56,1.1,72.67
8/10/2030,2030,October,8,USA,N/A,3073,17,2297,759,28332,83.21,144,1,1151.76,0.55,74.75
9/10/2030,2030,October,9,France,N/A,4405,102,3948,355,69369,76.7,196,7,763.13,2.32,89.63
10/10/2030,2030,October,10,Germany,N/A,4380,126,3753,501,56075,83.18,157,5,187.55,2.88,85.68
11/10/2030,2030,October,11,Pakistan,N/A,3101,25,2944,132,19241,83.1,172,2,121.23,0.81,94.94
12/10/2030,2030,October,12,UK,N/A,4290,126,3215,949,71983,86,285,5,320.9,2.94,74.94
13-10-2030,2030,October,13,France,N/A,3173,41,2563,569,19582,72.86,172,3,86.91,1.29,80.78
14-10-2030,2030,October,14,Indonesia,N/A,3024,43,2224,757,49253,74.65,148,3,1339.18,1.42,73.54
15-10-2030,2030,October,15,Australia,N/A,2855,46,2013,796,42158,84.54,116,2,316.16,1.61,70.51
16-10-2030,2030,October,16,France,N/A,4382,102,3218,1062,33528,80.63,143,9,306.33,2.33,73.44
17-10-2030,2030,October,17,Bangladesh,N/A,4513,130,3168,1215,69955,82.67,208,1,798.22,2.88,70.2
18-10-2030,2030,October,18,Australia,N/A,2882,27,2121,734,23946,86.7,253,1,440.37,0.94,73.59
19-10-2030,2030,October,19,Iran,N/A,5236,111,3730,1395,97312,78.34,213,5,478.81,2.12,71.24
20-10-2030,2030,October,20,Germany,N/A,4190,35,3232,923,53799,75.24,208,0,434.95,0.84,77.14
21-10-2030,2030,October,21,Poland,N/A,3893,85,3300,508,38369,71.42,314,6,605.97,2.18,84.77
22-10-2030,2030,October,22,Mexico,N/A,2788,54,2069,665,43837,82.36,177,3,794.61,1.94,74.21
23-10-2030,2030,October,23,Colombia,N/A,3793,95,3269,429,36631,74.63,229,4,1327.42,2.5,86.19
24-10-2030,2030,October,24,Spain,N/A,4754,121,3884,749,59264,80.99,148,3,118.76,2.55,81.7
25-10-2030,2030,October,25,Russia,N/A,2499,37,2144,318,41650,77.09,135,2,589.51,1.48,85.79
26-10-2030,2030,October,26,Germany,N/A,4851,103,3429,1319,30701,80.17,331,6,759.51,2.12,70.69
27-10-2030,2030,October,27,Japan,N/A,2415,34,1809,572,48255,80.12,146,2,796.84,1.41,74.91
28-10-2030,2030,October,28,France,N/A,4712,44,4456,212,58432,76.19,265,1,1035.09,0.93,94.57
29-10-2030,2030,October,29,India,West Bengal,2712,24,2160,528,36454,81.43,249,0,702.96,0.88,79.65
30-10-2030,2030,October,30,Russia,N/A,3418,72,3243,103,62841,74.04,193,4,379.58,2.11,94.88
31-10-2030,2030,October,31,Canada,N/A,4109,28,3392,689,52168,79.73,214,1,950.98,0.68,82.55
1/11/2030,2030,November,1,Spain,N/A,4412,29,3309,1074,50484,79,170,0,466.81,0.66,75
2/11/2030,2030,November,2,Italy,N/A,3798,67,3067,664,22184,81.17,134,4,1307.86,1.76,80.75
3/11/2030,2030,November,3,Bangladesh,N/A,3678,102,3188,388,38708,76.37,309,3,198.21,2.77,86.68
4/11/2030,2030,November,4,China,N/A,5603,95,4589,919,67549,65.57,114,7,1122.1,1.7,81.9
5/11/2030,2030,November,5,Argentina,N/A,3706,91,2708,907,23128,69.57,253,4,1197.52,2.46,73.07
6/11/2030,2030,November,6,South Korea,N/A,3642,33,2823,786,30617,80.08,273,2,838.21,0.91,77.51
7/11/2030,2030,November,7,Germany,N/A,3445,103,2654,688,37592,86.24,224,5,178.37,2.99,77.04
8/11/2030,2030,November,8,Italy,N/A,2825,41,2454,330,26123,81.64,47,2,1254.88,1.45,86.87
9/11/2030,2030,November,9,Pakistan,N/A,5465,152,3907,1406,49165,87.31,173,5,437.51,2.78,71.49
10/11/2030,2030,November,10,South Korea,N/A,3312,31,2600,681,21709,75.52,247,1,833.48,0.94,78.5
11/11/2030,2030,November,11,Indonesia,N/A,3715,95,2657,963,71653,75.62,305,4,1331.61,2.56,71.52
12/11/2030,2030,November,12,USA,N/A,3906,61,2780,1065,61342,81.52,276,2,912.9,1.56,71.17
13-11-2030,2030,November,13,Indonesia,N/A,3617,40,2558,1019,71406,80.16,133,0,385.62,1.11,70.72
14-11-2030,2030,November,14,France,N/A,3309,96,2893,320,51632,78.07,254,4,1271.69,2.9,87.43
15-11-2030,2030,November,15,Mexico,N/A,3223,70,2737,416,21389,72.58,141,5,4.11,2.17,84.92
16-11-2030,2030,November,16,UK,N/A,3306,58,2566,682,24676,81.41,98,4,874.89,1.75,77.62
17-11-2030,2030,November,17,South Africa,N/A,3155,87,2993,75,60461,77.58,99,5,1212,2.76,94.87
18-11-2030,2030,November,18,Argentina,N/A,4654,125,3541,988,58940,92.69,314,4,1088.18,2.69,76.09
19-11-2030,2030,November,19,Indonesia,N/A,4412,125,3669,618,28178,83.69,358,2,494.6,2.83,83.16
20-11-2030,2030,November,20,Spain,N/A,2759,37,2299,423,51927,86.26,211,3,153.13,1.34,83.33
21-11-2030,2030,November,21,South Africa,N/A,4316,126,3521,669,68333,77.78,149,6,66.42,2.92,81.58
22-11-2030,2030,November,22,Argentina,N/A,5182,118,4799,265,64689,74.72,304,0,845.37,2.28,92.61
23-11-2030,2030,November,23,Turkey,N/A,4534,107,3995,432,90512,84.69,250,6,997.6,2.36,88.11
24-11-2030,2030,November,24,Italy,N/A,2776,24,2490,262,15900,79.05,79,1,1366.3,0.86,89.7
25-11-2030,2030,November,25,China,N/A,4848,87,4198,563,95834,77.43,347,0,747.4,1.79,86.59
26-11-2030,2030,November,26,Bangladesh,N/A,4641,72,4228,341,53953,80.49,197,2,1126.81,1.55,91.1
27-11-2030,2030,November,27,Pakistan,N/A,5339,123,5008,208,73961,80.76,324,1,1266.94,2.3,93.8
28-11-2030,2030,November,28,Colombia,N/A,4073,46,3214,813,38359,72.96,414,3,1211.89,1.13,78.91
29-11-2030,2030,November,29,Japan,N/A,4519,60,3852,607,71538,83.8,110,1,658.52,1.33,85.24
30-11-2030,2030,November,30,India,Tamil Nadu,4248,80,3967,201,59598,75.76,318,6,1011.1,1.88,93.39
1/12/2030,2030,December,1,Mexico,N/A,4613,27,3389,1197,41863,87.51,216,1,1245.15,0.59,73.47
2/12/2030,2030,December,2,Ukraine,N/A,3636,22,3198,416,30603,77.56,63,1,685.37,0.61,87.95
3/12/2030,2030,December,3,Japan,N/A,3643,55,2730,858,43436,72.71,144,3,382.51,1.51,74.94
4/12/2030,2030,December,4,India,Haryana,2262,27,1801,434,14482,77.47,116,1,1319.07,1.19,79.62
5/12/2030,2030,December,5,Spain,N/A,4064,80,3736,248,73135,76.36,189,3,939.49,1.97,91.93
6/12/2030,2030,December,6,Turkey,N/A,2924,76,2405,443,50150,81.92,190,3,1163.32,2.6,82.25
7/12/2030,2030,December,7,Pakistan,N/A,2090,46,1605,439,38163,74.61,116,2,255.01,2.2,76.79
8/12/2030,2030,December,8,UK,N/A,2896,49,2395,452,39681,79.56,219,3,606.76,1.69,82.7
9/12/2030,2030,December,9,USA,N/A,4524,43,4064,417,83679,82.74,101,2,251.93,0.95,89.83
10/12/2030,2030,December,10,Canada,N/A,4280,116,3500,664,37004,81.4,269,4,97.7,2.71,81.78
11/12/2030,2030,December,11,UK,N/A,4449,81,3617,751,72820,80.02,282,5,1064.99,1.82,81.3
12/12/2030,2030,December,12,China,N/A,5734,104,4496,1134,90062,78.58,134,6,1227.82,1.81,78.41
13-12-2030,2030,December,13,Italy,N/A,3775,33,2906,836,66983,78.79,164,2,1258.63,0.87,76.98
14-12-2030,2030,December,14,Russia,N/A,4700,74,3796,830,26044,62.82,122,0,932.43,1.57,80.77
15-12-2030,2030,December,15,India,Delhi,3481,67,2613,801,37951,84.82,117,5,1269.36,1.92,75.06
16-12-2030,2030,December,16,Poland,N/A,3780,69,3033,678,51400,80.41,130,3,410.19,1.83,80.24
17-12-2030,2030,December,17,Poland,N/A,3181,89,2891,201,33870,80.1,203,5,868.85,2.8,90.88
18-12-2030,2030,December,18,Iran,N/A,3916,95,3264,557,57946,90.08,127,3,383.37,2.43,83.35
19-12-2030,2030,December,19,Canada,N/A,3549,65,3198,286,34746,77.72,113,2,913.51,1.83,90.11
20-12-2030,2030,December,20,Canada,N/A,4774,108,4314,352,38313,87.06,237,5,1005.81,2.26,90.36
21-12-2030,2030,December,21,Japan,N/A,4744,77,4411,256,77724,71.61,147,3,1049.09,1.62,92.98
22-12-2030,2030,December,22,Italy,N/A,4122,94,3232,796,24995,78.33,123,3,1101,2.28,78.41
23-12-2030,2030,December,23,Argentina,N/A,5508,90,3870,1548,82790,86.15,408,2,1297.12,1.63,70.26
24-12-2030,2030,December,24,Italy,N/A,5665,43,4162,1460,73107,77.98,231,3,1163.55,0.76,73.47
25-12-2030,2030,December,25,France,N/A,3519,38,2516,965,36546,76.13,130,1,634.22,1.08,71.5
26-12-2030,2030,December,26,Poland,N/A,4501,69,3678,754,73262,77.59,144,3,289.75,1.53,81.72
27-12-2030,2030,December,27,South Korea,N/A,3266,65,2575,626,51000,80.3,180,3,1351.53,1.99,78.84
28-12-2030,2030,December,28,Brazil,N/A,2219,23,2083,113,31725,78.31,103,1,418.17,1.04,93.87
29-12-2030,2030,December,29,Brazil,N/A,4289,70,3155,1064,80710,85.99,80,2,791.37,1.63,73.56
30-12-2030,2030,December,30,Australia,N/A,2599,71,2365,163,42744,84.86,182,3,346.4,2.73,91
31-12-2030,2030,December,31,Australia,N/A,4273,38,3184,1051,58704,88.18,127,0,362.55,0.89,74.51
1/1/2031,2031,January,1,Poland,N/A,6671,105,5436,1130,115993,81.18,180,6,358.78,1.57,81.49
2/1/2031,2031,January,2,Argentina,N/A,5370,43,5004,323,96648,82.38,315,2,1153.57,0.8,93.18
3/1/2031,2031,January,3,Canada,N/A,3419,18,2498,903,20936,83.44,135,0,875.25,0.53,73.06
4/1/2031,2031,January,4,Bangladesh,N/A,1886,38,1722,126,29531,82.6,117,1,433.99,2.01,91.3
5/1/2031,2031,January,5,Turkey,N/A,3091,82,2632,377,26447,79.2,93,4,139.28,2.65,85.15
6/1/2031,2031,January,6,Colombia,N/A,3719,63,3224,432,73149,82.42,186,3,129.64,1.69,86.69
7/1/2031,2031,January,7,France,N/A,4409,43,3854,512,34515,81.99,159,1,1057.12,0.98,87.41
8/1/2031,2031,January,8,Argentina,N/A,4834,41,4144,649,89684,75.71,257,2,333.55,0.85,85.73
9/1/2031,2031,January,9,Pakistan,N/A,3258,67,2567,624,37079,86.38,207,3,97.34,2.06,78.79
10/1/2031,2031,January,10,South Africa,N/A,5452,103,3863,1486,56936,81.83,272,6,1017.53,1.89,70.85
11/1/2031,2031,January,11,South Africa,N/A,4343,58,3698,587,78869,76.2,264,3,1303.2,1.34,85.15
12/1/2031,2031,January,12,UK,N/A,5016,120,3702,1194,37514,83.72,120,4,615.58,2.39,73.8
13-01-2031,2031,January,13,Japan,N/A,5487,130,5178,179,63455,65.7,301,5,698.09,2.37,94.37
14-01-2031,2031,January,14,Australia,N/A,4179,32,3828,319,41679,81.93,202,0,205.44,0.77,91.6
15-01-2031,2031,January,15,Germany,N/A,2249,22,1747,480,22203,83.85,114,1,654.12,0.98,77.68
16-01-2031,2031,January,16,South Africa,N/A,4798,62,4203,533,60667,78.2,195,2,999.04,1.29,87.6
17-01-2031,2031,January,17,Iran,N/A,3604,30,2605,969,42759,77.08,166,1,452.49,0.83,72.28
18-01-2031,2031,January,18,Colombia,N/A,2647,37,2379,231,40817,80.44,151,2,170.4,1.4,89.88
19-01-2031,2031,January,19,India,Odisha,2749,74,2002,673,42035,83.86,2,5,617.03,2.69,72.83
20-01-2031,2031,January,20,Colombia,N/A,5783,49,4793,941,51869,79.67,65,2,1255.74,0.85,82.88
21-01-2031,2031,January,21,Spain,N/A,3410,49,3227,134,21621,80.02,195,1,1062.35,1.44,94.63
22-01-2031,2031,January,22,Colombia,N/A,5083,44,4755,284,41622,83.95,180,4,717.93,0.87,93.55
23-01-2031,2031,January,23,Colombia,N/A,6226,168,4994,1064,53327,79.9,416,5,1301.27,2.7,80.21
24-01-2031,2031,January,24,Spain,N/A,3843,23,3233,587,67729,83.19,253,0,580.2,0.6,84.13
25-01-2031,2031,January,25,Indonesia,N/A,3983,55,2982,946,75763,83.18,218,3,590.86,1.38,74.87
26-01-2031,2031,January,26,Turkey,N/A,3461,49,2757,655,49418,85.44,225,2,797.1,1.42,79.66
27-01-2031,2031,January,27,USA,N/A,2280,59,2086,135,32870,80.07,39,5,890.62,2.59,91.49
28-01-2031,2031,January,28,Mexico,N/A,4706,57,3490,1159,89027,85.68,219,3,235.94,1.21,74.16
29-01-2031,2031,January,29,China,N/A,2976,82,2759,135,41854,77.82,145,7,206.22,2.76,92.71
30-01-2031,2031,January,30,Mexico,N/A,2805,46,2227,532,48912,82.92,155,3,705.48,1.64,79.39
31-01-2031,2031,January,31,France,N/A,4024,61,3597,366,61698,78.21,339,3,1230.88,1.52,89.39
1/2/2031,2031,February,1,Spain,N/A,3140,51,2642,447,42645,86.08,125,2,1045.7,1.62,84.14
2/2/2031,2031,February,2,Spain,N/A,1721,44,1367,310,14963,90.35,66,3,174.04,2.56,79.43
3/2/2031,2031,February,3,Canada,N/A,3727,103,2934,690,41586,78.36,293,5,376.35,2.76,78.72
4/2/2031,2031,February,4,Argentina,N/A,4841,93,3970,778,41143,74.25,253,4,199.95,1.92,82.01
5/2/2031,2031,February,5,Mexico,N/A,3131,67,2403,661,22674,79.91,155,0,705.27,2.14,76.75
6/2/2031,2031,February,6,France,N/A,1963,26,1590,347,10196,84.34,141,0,672.44,1.32,81
7/2/2031,2031,February,7,South Korea,N/A,3805,48,3358,399,48515,86.56,138,2,1351.63,1.26,88.25
8/2/2031,2031,February,8,Japan,N/A,4047,81,2964,1002,67486,79.8,232,3,633.97,2,73.24
9/2/2031,2031,February,9,Ukraine,N/A,3049,68,2792,189,55379,74.12,80,5,925.8,2.23,91.57
10/2/2031,2031,February,10,Russia,N/A,2694,41,2247,406,15619,81.23,103,2,1026.8,1.52,83.41
11/2/2031,2031,February,11,Turkey,N/A,3660,23,3427,210,27043,80.03,92,0,1023.7,0.63,93.63
12/2/2031,2031,February,12,Colombia,N/A,3434,98,2635,701,24658,82.09,224,4,682.02,2.85,76.73
13-02-2031,2031,February,13,Bangladesh,N/A,3682,52,3128,502,66810,80.71,108,2,815.86,1.41,84.95
14-02-2031,2031,February,14,Australia,N/A,2537,59,2294,184,32294,77.94,146,3,220.65,2.33,90.42
15-02-2031,2031,February,15,Germany,N/A,2789,73,2125,591,14324,79.88,236,1,541.03,2.62,76.19
16-02-2031,2031,February,16,France,N/A,3670,67,2851,752,59761,78.52,189,3,582.44,1.83,77.68
17-02-2031,2031,February,17,Bangladesh,N/A,2541,65,2248,228,44612,86.11,49,0,482.49,2.56,88.47
18-02-2031,2031,February,18,Mexico,N/A,4804,118,4316,370,63863,69.17,268,9,324.19,2.46,89.84
19-02-2031,2031,February,19,Bangladesh,N/A,3577,86,2585,906,50477,81.85,136,7,354.39,2.4,72.27
20-02-2031,2031,February,20,UK,N/A,2941,32,2368,541,18111,83.77,134,1,1173.24,1.09,80.52
21-02-2031,2031,February,21,India,Kerala,4171,48,3062,1061,44727,80.19,247,3,23.12,1.15,73.41
22-02-2031,2031,February,22,Spain,N/A,2255,45,1792,418,35228,81.45,85,2,567.51,2,79.47
23-02-2031,2031,February,23,Mexico,N/A,3620,91,3349,180,45108,77.23,181,5,1107.2,2.51,92.51
24-02-2031,2031,February,24,Pakistan,N/A,3248,36,2458,754,59826,82.99,170,1,1124.36,1.11,75.68
25-02-2031,2031,February,25,South Africa,N/A,3065,34,2728,303,15437,82.6,86,1,320.37,1.11,89
26-02-2031,2031,February,26,Italy,N/A,3417,98,2910,409,55886,80.51,330,2,451.64,2.87,85.16
27-02-2031,2031,February,27,Japan,N/A,4408,42,3992,374,73814,82.61,199,4,939.55,0.95,90.56
28-02-2031,2031,February,28,Bangladesh,N/A,4054,75,3440,539,35610,79.62,200,6,60.59,1.85,84.85
1/3/2031,2031,March,1,France,N/A,4764,78,3610,1076,84738,80.39,109,3,496.7,1.64,75.78
2/3/2031,2031,March,2,Japan,N/A,3423,87,2644,692,25443,82.75,120,4,1201.4,2.54,77.24
3/3/2031,2031,March,3,South Africa,N/A,2503,63,2052,388,48664,81.3,82,2,355.83,2.52,81.98
4/3/2031,2031,March,4,USA,N/A,3860,31,3374,455,48577,80.57,233,1,1063.87,0.8,87.41
5/3/2031,2031,March,5,Spain,N/A,4714,33,3975,706,45889,81.54,323,2,1.13,0.7,84.32
6/3/2031,2031,March,6,Colombia,N/A,5981,129,5300,552,53477,79.93,504,6,696.69,2.16,88.61
7/3/2031,2031,March,7,Germany,N/A,5187,80,4595,512,96771,83.72,259,5,850.23,1.54,88.59
8/3/2031,2031,March,8,Russia,N/A,3189,79,2352,758,47604,88.06,133,5,113.38,2.48,73.75
9/3/2031,2031,March,9,South Korea,N/A,3330,37,2546,747,53512,74.92,145,1,531.46,1.11,76.46
10/3/2031,2031,March,10,Germany,N/A,2570,44,1834,692,51341,86.49,148,2,1082.6,1.71,71.36
11/3/2031,2031,March,11,France,N/A,3988,72,2857,1059,42982,83.94,211,3,1375.1,1.81,71.64
12/3/2031,2031,March,12,Indonesia,N/A,4243,56,3700,487,39033,74.07,245,2,1020.8,1.32,87.2
13-03-2031,2031,March,13,Brazil,N/A,3803,35,3541,227,46899,74.82,233,2,449.67,0.92,93.11
14-03-2031,2031,March,14,Italy,N/A,2444,21,1752,671,24016,72.63,17,0,20.47,0.86,71.69
15-03-2031,2031,March,15,USA,N/A,3141,78,2617,446,49026,82.19,139,1,156.52,2.48,83.32
16-03-2031,2031,March,16,France,N/A,4135,28,3337,770,81948,81.27,383,0,981.67,0.68,80.7
17-03-2031,2031,March,17,Bangladesh,N/A,4682,133,3971,578,57977,78.28,166,5,1236.48,2.84,84.81
18-03-2031,2031,March,18,Italy,N/A,3925,58,3321,546,65056,89.69,171,1,32.78,1.48,84.61
19-03-2031,2031,March,19,Iran,N/A,4939,53,3991,895,72126,75.63,169,3,130.18,1.07,80.81
20-03-2031,2031,March,20,Pakistan,N/A,3700,99,3289,312,66108,92.84,252,3,504.65,2.68,88.89
21-03-2031,2031,March,21,Spain,N/A,2660,19,2314,327,47414,80.65,116,0,496.58,0.71,86.99
22-03-2031,2031,March,22,Germany,N/A,3793,47,3281,465,68731,84.87,280,2,1298.36,1.24,86.5
23-03-2031,2031,March,23,Argentina,N/A,3219,86,2814,319,26887,76.84,246,5,655.76,2.67,87.42
24-03-2031,2031,March,24,Argentina,N/A,2684,34,2260,390,50896,76.61,132,1,600.03,1.27,84.2
25-03-2031,2031,March,25,Japan,N/A,3574,41,3298,235,51452,82.01,252,1,153.44,1.15,92.28
26-03-2031,2031,March,26,Ukraine,N/A,3604,75,2563,966,25698,78.2,104,7,318.4,2.08,71.12
27-03-2031,2031,March,27,Mexico,N/A,3547,46,3292,209,19867,89.74,113,3,528.92,1.3,92.81
28-03-2031,2031,March,28,India,Rajasthan,3951,66,3220,665,28374,88.12,51,4,865.9,1.67,81.5
29-03-2031,2031,March,29,China,N/A,3698,61,3492,145,65654,78.71,117,4,932.79,1.65,94.43
30-03-2031,2031,March,30,Russia,N/A,4831,49,4346,436,36651,78.13,267,3,254.23,1.01,89.96
31-03-2031,2031,March,31,Ukraine,N/A,4759,73,3410,1276,73300,84.26,39,3,329.59,1.53,71.65
1/4/2031,2031,April,1,Turkey,N/A,3128,48,2495,585,55527,74.26,120,1,506.89,1.53,79.76
2/4/2031,2031,April,2,Brazil,N/A,4287,114,3064,1109,41892,83.19,310,2,628.61,2.66,71.47
3/4/2031,2031,April,3,Pakistan,N/A,1922,18,1440,464,15861,79.47,84,0,518.64,0.94,74.92
4/4/2031,2031,April,4,South Korea,N/A,3437,99,2579,759,32132,82.26,186,7,120.13,2.88,75.04
5/4/2031,2031,April,5,Argentina,N/A,2224,54,1621,549,31670,79.48,125,2,384.98,2.43,72.89
6/4/2031,2031,April,6,South Africa,N/A,3158,48,2300,810,37942,78.74,123,1,399.77,1.52,72.83
7/4/2031,2031,April,7,Germany,N/A,4364,65,3329,970,29843,79.85,322,3,1044.91,1.49,76.28
8/4/2031,2031,April,8,India,Andhra Pradesh,3288,16,2361,911,62017,84.4,205,0,724.3,0.49,71.81
9/4/2031,2031,April,9,Argentina,N/A,2656,20,2445,191,16216,82.92,64,0,52.56,0.75,92.06
10/4/2031,2031,April,10,India,Karnataka,1848,19,1699,130,26542,80.52,100,0,715.01,1.03,91.94
11/4/2031,2031,April,11,Canada,N/A,2795,65,2597,133,15835,71.2,226,3,162.66,2.33,92.92
12/4/2031,2031,April,12,USA,N/A,3667,65,3039,563,38907,82.57,162,2,598,1.77,82.87
13-04-2031,2031,April,13,Canada,N/A,2290,63,2033,194,12235,88.85,49,4,916.55,2.75,88.78
14-04-2031,2031,April,14,South Korea,N/A,2819,53,2324,442,54079,80.43,130,2,352.03,1.88,82.44
15-04-2031,2031,April,15,Indonesia,N/A,3652,96,2563,993,69453,80.51,143,7,808.69,2.63,70.18
16-04-2031,2031,April,16,Germany,N/A,2855,59,2596,200,40843,90.38,207,1,323.13,2.07,90.93
17-04-2031,2031,April,17,Iran,N/A,1145,10,1079,56,20123,79.83,53,0,867.18,0.87,94.24
18-04-2031,2031,April,18,UK,N/A,2731,51,2005,675,29577,96.29,110,2,1238.62,1.87,73.42
19-04-2031,2031,April,19,Germany,N/A,3914,39,2990,885,38217,88.07,318,3,292.84,1,76.39
