Record_ID,Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Temperature_C,Humidity_%,Wind_Speed_kmph
4335,29-09-2024,Jaipur,92,136.3,35.8,16.2,0.62,23.9,209,Poor,23.9,78.3,3.6
4336,29-09-2024,Bengaluru,17.8,26.4,15.8,2.2,1.34,23.3,19,Good,33.5,24.8,3.8
4337,29-09-2024,Lucknow,117.8,190,27.3,6.3,1.18,53.1,249,Poor,31,66.1,2.8
4338,29-09-2024,Lucknow,93.2,125.5,16.8,7.6,2.52,8.6,220,Poor,27.2,61.5,1.8
4339,29-09-2024,Hyderabad,45,62.5,15.5,6.8,0.73,48,93,Satisfactory,24.2,80.9,2.4
4340,29-09-2024,Bengaluru,27.2,41.3,4.3,10.7,0.64,44.2,18,Good,32,86.6,2
4341,29-09-2024,Kolkata,49.2,69.3,9.7,9,0.76,24.2,66,Satisfactory,38.8,89.6,4.1
4342,29-09-2024,Delhi,68.3,101,28.8,3.3,2.34,41.6,155,Moderate,29,90.7,2.5
4343,29-09-2024,Lucknow,55.8,100.8,25.9,18.1,1.01,17.9,57,Satisfactory,32.5,68,1.7
4344,29-09-2024,Bengaluru,9.7,12.6,20.6,16.4,2.37,25.9,17,Good,23.8,85.2,4.8
4345,29-09-2024,Kolkata,16.3,22.2,32.6,27.6,0.91,56.2,39,Good,14.5,68.7,1.1
4346,30-09-2024,Ahmedabad,20.2,38.3,7.8,5.2,1.16,41.9,39,Good,22.1,76.9,1.2
4347,30-09-2024,Kolkata,135.1,242.6,34.7,19.1,2.74,63.1,333,Very Poor,35.4,73.4,8.2
4348,30-09-2024,Lucknow,41.1,73.8,29.8,18.3,4.68,58.3,86,Satisfactory,31.2,81.1,4.2
4349,30-09-2024,Kolkata,74.3,116.2,18.2,10.8,0.59,24.6,133,Moderate,21.7,44.9,0.7
4350,30-09-2024,Lucknow,57.8,89.2,11.8,7.9,1.28,38.5,76,Satisfactory,26.9,59.9,0.6
4351,30-09-2024,Bengaluru,14.8,24.4,4.4,4.2,0.67,18.2,46,Good,23.8,72,1.3
4352,1/10/2024,Delhi,77.4,107.7,10.1,10.2,1.22,26.2,161,Moderate,17.8,66.3,1.5
4353,1/10/2024,Ahmedabad,127.3,231.3,15.3,5.9,1.35,47.3,333,Very Poor,21.6,41.8,3.8
4354,1/10/2024,Pune,51.6,83.1,31.4,13.3,0.26,7.5,81,Satisfactory,38.6,48.7,0.7
4355,1/10/2024,Mumbai,75.7,100.8,44.6,7.7,0.52,48.1,166,Moderate,20,29.4,2.6
4356,1/10/2024,Delhi,43.9,59.3,19.8,7.1,0.73,34.6,55,Satisfactory,33.4,36,3.6
4357,1/10/2024,Mumbai,11.8,16.1,12.4,2.9,0.55,38.3,38,Good,21.2,29.2,4.7
4358,1/10/2024,Pune,26,43.9,15.8,2.6,0.24,88.8,28,Good,22.5,26.7,2.5
4359,1/10/2024,Jaipur,102.1,172.9,39.8,20.6,1.67,42.9,235,Poor,27.6,86.1,2.8
4360,2/10/2024,Mumbai,33.5,56.6,14.8,6,0.59,17.9,82,Satisfactory,18,42.5,0.6
4361,2/10/2024,Bengaluru,36.5,51.5,15.3,7.8,2.96,61.2,95,Satisfactory,25.1,86.7,3.7
4362,2/10/2024,Bengaluru,9.3,13.1,16,4.1,1.15,10.5,27,Good,25.1,59.8,5.6
4363,2/10/2024,Ahmedabad,97.2,183.4,8.1,16.8,1.98,27.6,260,Poor,29.3,22.9,6.8
4364,2/10/2024,Mumbai,39.9,65.4,23.2,6.4,0.71,18,60,Satisfactory,43.8,22.9,2.8
4365,3/10/2024,Ahmedabad,97.8,144.7,7.5,6.5,0.97,33.1,225,Poor,29.8,20.7,1.3
4366,3/10/2024,Ahmedabad,110,178.8,32.4,16.3,2.34,66.4,216,Poor,27.8,43.3,6
4367,3/10/2024,Kolkata,122.5,206.1,52.7,4.8,2.45,23.4,313,Very Poor,33.3,33.9,6.6
4368,3/10/2024,Kolkata,85.7,132.5,35.9,7.7,2.94,42.4,141,Moderate,27.4,90.9,2.4
4369,3/10/2024,Delhi,38.5,64.1,40.8,10.4,0.51,10.6,54,Satisfactory,36.1,37.6,2.1
4370,4/10/2024,Pune,100.5,169.3,22.2,1,0.91,24.4,226,Poor,14.5,88.8,2.7
4371,4/10/2024,Bengaluru,52.7,98.4,12.2,8.9,0.92,40.9,72,Satisfactory,41.1,87.5,4.1
4372,4/10/2024,Delhi,27.7,43.7,27.5,1,0.69,31.9,7,Good,26.8,76.5,0.7
4373,4/10/2024,Kolkata,62.2,89.5,28.1,2.9,1.52,66.4,194,Moderate,34,42.7,1.5
4374,4/10/2024,Chennai,39.1,53.5,9,3.8,0.52,35,79,Satisfactory,27.7,36.7,1.2
4375,5/10/2024,Chennai,65.9,113.9,48.4,1.2,0.82,12.3,158,Moderate,30.6,44.4,8.4
4376,5/10/2024,Chennai,39,62.8,16.2,4.7,0.99,36.6,94,Satisfactory,30.1,28,1.6
4377,5/10/2024,Bengaluru,11.4,19.3,7.9,12,0.15,13.1,4,Good,22.2,43.5,2.1
4378,5/10/2024,Mumbai,112.6,204,20.3,7.5,0.74,12.4,262,Poor,18,72.6,2
4379,5/10/2024,Chennai,49.5,92.8,19.5,8.5,1.26,47.6,87,Satisfactory,33.2,30.4,0.3
4380,5/10/2024,Jaipur,131.8,231.1,36.9,1.1,0.89,73.7,354,Very Poor,28.3,42.4,7.9
4381,6/10/2024,Hyderabad,15.3,25.6,22.1,1.9,2.42,57.8,15,Good,19.7,46.9,6.6
4382,6/10/2024,Hyderabad,66.2,115,34.7,6.2,0.42,27.4,101,Moderate,25.6,29.3,5.8
4383,6/10/2024,Lucknow,55.8,100.6,42.2,7.7,0.76,51.3,60,Satisfactory,27.5,34.3,2.4
4384,6/10/2024,Delhi,195.6,322.9,15.8,10.8,1.22,9.3,356,Very Poor,26,69.5,3.6
4385,6/10/2024,Jaipur,50,79.4,27.8,16.2,0.73,24.1,79,Satisfactory,22.8,66.1,7.9
4386,6/10/2024,Lucknow,92.4,125.2,55.3,17,1.27,54.5,202,Poor,14,43,2
4387,6/10/2024,Chennai,59.3,105.1,16.9,9.1,0.1,7.7,60,Satisfactory,23,65.4,1.1
4388,6/10/2024,Hyderabad,48.8,64.6,15.5,18.9,0.35,13.3,62,Satisfactory,24.8,30.9,2
4389,6/10/2024,Chennai,26.5,49,15.1,14.5,1.18,115,46,Good,25.1,62.2,0.9
4390,6/10/2024,Lucknow,99.5,133.6,93.1,4.2,0.71,36.6,240,Poor,36.6,34.5,1.4
4391,7/10/2024,Kolkata,39.7,53.7,24.2,13.7,0.38,65,79,Satisfactory,29,89.6,3.4
4392,7/10/2024,Ahmedabad,54.5,75.2,20.5,6.7,1.18,22,93,Satisfactory,28.6,40.2,7.5
4393,7/10/2024,Jaipur,100.3,157.1,26.3,12.7,0.13,38.1,230,Poor,30.1,39,5.8
4394,7/10/2024,Ahmedabad,44.1,59.6,13.8,3.5,2.01,34.4,87,Satisfactory,37.1,54.4,3.1
4395,7/10/2024,Kolkata,52,70.1,74.9,4,0.46,13.2,80,Satisfactory,16.9,26.1,4.7
4396,7/10/2024,Delhi,103.2,165,45.4,15.6,0.87,17.6,246,Poor,16.9,41.5,5.7
4397,7/10/2024,Pune,27.3,44.9,8.7,9.3,0.21,57.6,35,Good,36.1,79.4,1.7
4398,7/10/2024,Ahmedabad,40.9,67.6,34.2,12.2,2.44,74.1,56,Satisfactory,24.4,55.2,7.2
4399,7/10/2024,Chennai,33.2,57.5,39.5,1.1,1.39,96.3,62,Satisfactory,23.3,46.3,1.8
4400,8/10/2024,Bengaluru,82.7,108.5,7.8,5.3,1.25,24,149,Moderate,30.8,59.2,1.4
4401,8/10/2024,Mumbai,28.5,46.6,65.8,3.8,0.6,28.4,20,Good,32.6,33.8,8.5
4402,8/10/2024,Chennai,42.5,71.2,12.1,7.7,1.56,30.9,71,Satisfactory,22.4,50.3,4.4
4403,8/10/2024,Bengaluru,96.3,140.8,18.2,5.7,0.44,24.4,252,Poor,28.6,82.9,2
4404,9/10/2024,Pune,45.2,75.3,5.1,2.8,0.26,25.9,78,Satisfactory,28.1,32.2,3.2
4405,9/10/2024,Lucknow,75.9,132.7,26.7,19.6,1.99,46.3,118,Moderate,31.9,28.2,0.8
4406,9/10/2024,Pune,55.9,90.3,34.2,3,0.41,41.2,84,Satisfactory,27,62.8,2.4
4407,9/10/2024,Delhi,65.2,101.5,60.9,16,0.22,56.4,179,Moderate,34,44.2,4.9
4408,9/10/2024,Ahmedabad,41.8,76.3,24.7,3.2,2.18,11,87,Satisfactory,24.7,32.8,4
4409,9/10/2024,Kolkata,51.1,85.4,7.9,7.1,1.21,18.9,62,Satisfactory,26.8,69.6,1.2
4410,9/10/2024,Lucknow,17.2,23,45.7,14,1.1,39.1,11,Good,29.1,84.9,3.2
4411,9/10/2024,Pune,55.7,83.8,24.7,4.8,0.15,14.2,57,Satisfactory,28.2,59,1.7
4412,9/10/2024,Delhi,90.3,163.5,59.6,6.1,0.21,10.4,228,Poor,23.1,26.6,0.4
4413,9/10/2024,Delhi,68.1,125.1,26.7,12.2,2.71,20.4,127,Moderate,31,43.3,6
4414,9/10/2024,Jaipur,56,106.4,46.8,7.8,1.8,5.2,94,Satisfactory,25.6,38.3,1.6
4415,9/10/2024,Bengaluru,44.1,57.6,20,1.2,0.44,19.6,58,Satisfactory,21,88.2,4.7
4416,10/10/2024,Jaipur,56.9,91.1,32.1,11.5,0.87,38.2,83,Satisfactory,24.4,44.6,0.4
4417,10/10/2024,Kolkata,97.5,166,46.1,4.3,0.55,38.2,292,Poor,12.8,60.5,1
4418,10/10/2024,Mumbai,54.7,92.6,32.2,11.2,1.38,28.6,85,Satisfactory,35,84.1,5.1
4419,10/10/2024,Kolkata,148.9,268.7,51.9,32.3,0.8,53.5,399,Very Poor,31.4,40.7,1.5
4420,10/10/2024,Delhi,159.6,208.8,45.9,25.5,0.44,75.2,321,Very Poor,15.2,45.1,1.6
4421,11/10/2024,Mumbai,38.6,50.9,10.3,4.9,0.54,27.8,71,Satisfactory,30.8,84.7,3.1
4422,11/10/2024,Ahmedabad,72.5,116.3,31.1,20.1,1.35,55.6,161,Moderate,18.1,55.6,0.4
4423,11/10/2024,Ahmedabad,68.3,90.8,16.3,19,1.21,155.9,165,Moderate,34.2,38.7,1.4
4424,11/10/2024,Jaipur,61.1,116,28.8,9.6,0.67,51,123,Moderate,33.7,83.4,5.2
4425,11/10/2024,Hyderabad,46.5,75.6,5.3,5.9,0.35,38,79,Satisfactory,29,77.9,6.1
4426,11/10/2024,Pune,77,107,36.6,17.7,0.62,34,187,Moderate,29.1,35.7,2.1
4427,11/10/2024,Pune,81.2,126.7,26.4,10.7,1.27,32.9,146,Moderate,33.8,82.6,2.6
4428,11/10/2024,Chennai,7.7,13.2,17.1,17.2,0.22,39.6,21,Good,25.4,90.4,0.6
4429,11/10/2024,Hyderabad,55,72.5,35.7,6.2,2.88,21.5,80,Satisfactory,32.9,32.9,0.9
4430,11/10/2024,Delhi,207,297.7,53.2,17.1,1.62,11,348,Very Poor,34.3,66.9,6.5
4431,11/10/2024,Chennai,49.4,74.6,13.1,4.4,0.47,5.7,95,Satisfactory,39.3,37.9,1.7
4432,12/10/2024,Kolkata,38.6,61,14.9,28.3,2.3,22.8,74,Satisfactory,28.4,46.6,8.9
4433,12/10/2024,Lucknow,38.1,57.9,16.6,17.2,0.4,39.6,92,Satisfactory,30,45.1,5.4
4434,12/10/2024,Chennai,52.8,75.5,7.7,7.1,0.21,11.5,53,Satisfactory,20.1,38.1,1.6
4435,12/10/2024,Hyderabad,49.8,85.1,19.3,5.1,0.89,27.7,93,Satisfactory,36.5,37.4,2.4
4436,12/10/2024,Lucknow,35.9,60.3,29.8,9.7,1.48,35.7,51,Satisfactory,29.4,65.7,3.4
4437,12/10/2024,Mumbai,30.6,41.7,8.6,13.9,1.85,48,55,Satisfactory,32,42.2,1.4
4438,13-10-2024,Jaipur,135.4,220.5,36.2,3.5,0.23,15.3,347,Very Poor,27.4,72.1,0.7
4439,13-10-2024,Lucknow,72.7,113.4,71.6,11.2,0.41,15.8,174,Moderate,36,40.3,1.5
4440,13-10-2024,Pune,25.3,43.5,22.5,2.5,0.68,55.9,42,Good,36.9,57.3,3.5
4441,13-10-2024,Mumbai,34.7,65.8,35.7,4.6,0.45,49.4,80,Satisfactory,23.4,39.7,0.4
4442,14-10-2024,Ahmedabad,51.7,69.7,46.2,10.6,1.02,22.8,82,Satisfactory,36.4,47.4,2.2
4443,14-10-2024,Ahmedabad,84.9,137.9,20.4,6.9,0.45,48.4,132,Moderate,26.4,56.4,1.3
4444,14-10-2024,Kolkata,77.2,127.9,17.7,9.3,2.04,18.1,115,Moderate,22,21.4,4
4445,14-10-2024,Pune,86.7,136.5,23.4,4.5,0.29,63,123,Moderate,32.7,22.7,3.1
4446,14-10-2024,Delhi,97.4,157,12.9,18.2,0.76,37.9,201,Poor,27.9,35.2,1
4447,14-10-2024,Mumbai,62.7,83.7,6.3,1.6,1.54,8,167,Moderate,21,39.7,2.7
4448,14-10-2024,Chennai,76.8,115.1,9.1,1.9,1.23,12.2,121,Moderate,28,51.8,1.4
4449,15-10-2024,Bengaluru,55,89.6,23,2.5,1.03,21.8,84,Satisfactory,24.3,37.1,1.6
4450,15-10-2024,Lucknow,56.9,85.4,31.4,14.3,2.44,52.3,91,Satisfactory,27,61.9,5.1
4451,15-10-2024,Lucknow,58.4,87.5,56.3,26.1,1.54,76.7,53,Satisfactory,36.7,48.3,1.4
4452,15-10-2024,Delhi,168.4,274.3,64,1,0.3,49.7,312,Very Poor,22.3,41.7,3.2
4453,15-10-2024,Kolkata,130.2,195.4,23.8,1.3,2.19,58.8,348,Very Poor,31.3,55.8,3.6
4454,15-10-2024,Bengaluru,54,84.4,7.6,2.6,0.65,14.5,96,Satisfactory,30,61,2
4455,15-10-2024,Mumbai,83.6,114.6,8.4,14,2.51,36.6,142,Moderate,28.9,80.1,1
4456,16-10-2024,Chennai,87.1,144.5,18.2,4.7,0.27,33.7,109,Moderate,30.6,50.4,1.1
4457,16-10-2024,Mumbai,30.5,50,20.4,6.4,2.44,15,62,Satisfactory,25.5,61.5,8.9
4458,16-10-2024,Pune,60.2,84.3,33.5,19,1.79,37,115,Moderate,38.1,74.7,1.6
4459,16-10-2024,Chennai,37.6,68.4,13.2,12.9,0.45,18.5,90,Satisfactory,29.7,63.3,4.9
4460,16-10-2024,Jaipur,43,64.1,16.2,5.9,0.78,40.4,69,Satisfactory,32.6,56.7,1.6
4461,16-10-2024,Bengaluru,50.5,88.1,16.4,1.1,1.41,24.3,64,Satisfactory,26.5,86.1,2.1
4462,16-10-2024,Lucknow,78.9,123.1,41.7,14.5,1.66,13.2,118,Moderate,29.1,83.5,1.3
4463,16-10-2024,Ahmedabad,59.2,101.1,26.8,14.4,0.33,50.1,96,Satisfactory,18.6,33,1.9
4464,16-10-2024,Kolkata,96.1,161.5,21.5,7.4,0.21,24.8,226,Poor,25.8,37.9,3.9
4465,17-10-2024,Chennai,38.5,68,49.1,9.7,1.49,31.9,83,Satisfactory,31.9,74.9,2
4466,17-10-2024,Mumbai,47.5,82.4,13.1,3.4,0.42,36.3,82,Satisfactory,31.8,24.4,2
4467,17-10-2024,Kolkata,53.9,87.2,24.6,3.6,1,22.1,98,Satisfactory,23.6,82.2,1.9
4468,17-10-2024,Pune,105,148,31.4,1.5,0.92,15.9,217,Poor,33.6,81.1,5
4469,17-10-2024,Jaipur,104.8,172.6,12.8,4,1.37,19.9,210,Poor,21.6,30.9,3.8
4470,17-10-2024,Mumbai,84,143.4,30.5,6.5,0.23,62.6,125,Moderate,32.3,23.2,3.6
4471,18-10-2024,Jaipur,56.2,78.1,59.1,12.9,1,21.9,58,Satisfactory,19.9,63.5,1.4
4472,18-10-2024,Ahmedabad,50.3,78.1,6.4,4,0.65,5,58,Satisfactory,22.5,81.9,3.5
4473,18-10-2024,Hyderabad,80.8,109.7,35.6,13.1,0.98,58,165,Moderate,28.2,66.9,2.2
4474,18-10-2024,Hyderabad,58.3,81.2,12.7,22.2,0.63,26.9,63,Satisfactory,21.9,63.8,1.7
4475,18-10-2024,Mumbai,70.1,122.3,24.4,39.4,0.51,89,148,Moderate,26.5,64.1,4.2
4476,18-10-2024,Mumbai,70.6,95.8,27.5,6.2,0.7,32.1,111,Moderate,44.6,52.8,1.9
4477,18-10-2024,Bengaluru,56.9,81.6,7.8,1,0.67,13.1,91,Satisfactory,21.1,74.3,1.6
4478,19-10-2024,Jaipur,122.4,179.7,3.1,8.3,0.8,44.7,317,Very Poor,33.9,60.8,1.3
4479,19-10-2024,Mumbai,80.3,130,16.3,9.4,1.31,26.9,121,Moderate,26.2,88.8,1.5
4480,19-10-2024,Chennai,30.8,49.3,25.1,3,0.46,23.6,68,Satisfactory,27.2,28.2,3.5
4481,19-10-2024,Kolkata,71.8,136.3,50.7,15,0.64,21.6,153,Moderate,26.7,34.7,2.3
4482,19-10-2024,Chennai,30.9,42.5,9,10,1.96,9.5,71,Satisfactory,34.5,91.1,1.1
4483,19-10-2024,Pune,42,79.2,25.1,5.4,0.7,21.7,69,Satisfactory,33.5,65.9,1.2
4484,19-10-2024,Hyderabad,92.8,137.7,15.1,13.5,2.31,52.8,273,Poor,31.8,89,2.1
4485,19-10-2024,Chennai,8.1,13,31.1,3.9,0.9,60.1,16,Good,15.7,24.3,3.3
4486,19-10-2024,Ahmedabad,103.4,140.8,78.7,10.9,0.32,73.9,245,Poor,31.2,53.8,2.1
4487,20-10-2024,Hyderabad,82.4,139.6,26.2,8,0.83,28.1,190,Moderate,21.4,72.8,4.4
4488,20-10-2024,Kolkata,58.5,80.6,25.9,9.2,2.47,18.9,97,Satisfactory,30.6,35.5,2.6
4489,20-10-2024,Bengaluru,46.2,67.9,44.3,2.3,0.58,41.1,59,Satisfactory,37.5,44.6,2.7
4490,20-10-2024,Ahmedabad,23,35.4,34.6,6.5,0.48,45.1,41,Good,37.4,76.4,5.4
4491,20-10-2024,Jaipur,116,214.6,44.4,2.2,1.73,18.8,233,Poor,33.5,24.6,0.6
4492,20-10-2024,Lucknow,64.7,96.2,30.7,16.3,1.51,23,135,Moderate,28.1,28.8,6.5
4493,20-10-2024,Delhi,93.4,136.9,58.4,14.1,4.82,25.3,217,Poor,30.8,77,3
4494,20-10-2024,Pune,112.1,149.1,17.2,7.7,0.98,27.3,237,Poor,30.7,57.9,1
4495,20-10-2024,Jaipur,80.1,113.9,62.3,14.2,2.16,52.8,159,Moderate,33.7,83,2.8
4496,20-10-2024,Hyderabad,75.5,109.8,22.9,5,1.82,95.9,183,Moderate,28.3,80.9,2.1
4497,20-10-2024,Chennai,34.2,56.5,11.2,3.9,0.19,26.4,68,Satisfactory,31.1,46.8,4.1
4498,20-10-2024,Hyderabad,38.1,63.8,19.4,9.2,0.83,11.3,73,Satisfactory,24.4,20,1.4
4499,20-10-2024,Jaipur,111.7,161.3,4.2,4,1.53,25,279,Poor,34.2,35.8,4
4500,20-10-2024,Kolkata,41,64.2,45.6,10.3,1.4,42.1,64,Satisfactory,28.1,87.2,7.2
4501,21-10-2024,Bengaluru,43.4,58,4.7,7.8,0.68,28.8,86,Satisfactory,24,92.8,6.4
4502,21-10-2024,Delhi,133,226.5,24.3,33.5,1.35,27.5,356,Very Poor,32.4,92.4,0.9
4503,21-10-2024,Pune,47.1,64.1,30.8,3,0.2,41.7,73,Satisfactory,33.1,55.6,6.2
4504,21-10-2024,Mumbai,31.1,53.8,26.9,9.7,2.61,42.6,81,Satisfactory,30.7,60.1,2.2
4505,21-10-2024,Jaipur,85.8,151.3,28.1,2.9,0.21,46.3,149,Moderate,32.7,86,2.4
4506,21-10-2024,Pune,25.9,47.7,12.5,3.8,2.31,40.2,11,Good,28.1,36.9,4.6
4507,21-10-2024,Ahmedabad,82.2,128.1,26.3,12.6,0.2,24.4,144,Moderate,23.4,20.5,0.5
4508,21-10-2024,Chennai,41,58.2,6.2,7.8,0.94,22.3,97,Satisfactory,24.5,51,0.4
4509,21-10-2024,Bengaluru,92.6,163.4,11,4.3,0.92,31.7,240,Poor,31.6,72.1,2
4510,21-10-2024,Lucknow,150.7,230,50.8,3.4,0.49,66,339,Very Poor,29.4,64.4,4.1
4511,22-10-2024,Lucknow,153.4,275.8,38.9,5.8,3.66,24.1,381,Very Poor,27.4,93.6,4.7
4512,22-10-2024,Hyderabad,38.5,61.9,8.7,13.7,1.29,13.8,85,Satisfactory,23.5,76.2,1.3
4513,22-10-2024,Ahmedabad,60.8,113.6,28.3,1.5,1.09,23.2,111,Moderate,23.9,80.9,8.4
4514,22-10-2024,Chennai,15.4,25.6,27.9,1,0.37,33.7,21,Good,29.3,38.4,3.1
4515,22-10-2024,Lucknow,73.9,135.3,12.7,10.4,0.5,19.5,114,Moderate,35,92.9,1.5
4516,22-10-2024,Chennai,23.2,42.9,7.9,3.6,0.71,55.1,3,Good,28.9,79.3,1.9
4517,22-10-2024,Jaipur,157.6,253.1,46.6,3.2,0.99,6.5,359,Very Poor,20.8,59.6,1.1
4518,22-10-2024,Chennai,50.3,91.3,38.1,4.6,0.72,53,55,Satisfactory,27.2,79.5,12.6
4519,22-10-2024,Pune,89.5,147.3,27.8,5.2,0.49,20.9,155,Moderate,30.6,24.7,1.6
4520,22-10-2024,Delhi,101.1,188.7,26.5,32.6,4.92,7.4,275,Poor,32.8,36.1,2.1
4521,23-10-2024,Chennai,29.5,41.1,6,1.2,0.37,76.5,21,Good,26.8,54.4,1.8
4522,23-10-2024,Pune,29.7,54.3,6.8,6.8,1.8,31.1,45,Good,32.1,75.9,4.7
4523,23-10-2024,Kolkata,81.7,130.8,27.2,4.3,2.12,14.9,195,Moderate,29.5,89.4,2.2
4524,23-10-2024,Bengaluru,57.8,101.2,23.5,25.8,1.18,53.3,59,Satisfactory,29.2,27,0.7
4525,23-10-2024,Mumbai,35,57.1,24.7,7.6,0.54,27.7,57,Satisfactory,34.2,51.1,2.6
4526,23-10-2024,Bengaluru,43.1,60,14.1,6.2,0.95,20.4,52,Satisfactory,31.3,28,1
4527,23-10-2024,Chennai,41.6,62.2,35,8,1.02,13.2,86,Satisfactory,33.9,42.5,0.5
4528,23-10-2024,Delhi,239.3,352.9,16.5,9,0.76,52.2,381,Very Poor,19.3,40.7,1.6
4529,23-10-2024,Kolkata,121.8,188.9,20.9,10.1,2.16,19.4,362,Very Poor,29.9,31.5,1.6
4530,23-10-2024,Jaipur,96.4,131.5,37.7,4.4,1.14,21.4,230,Poor,34.8,61.5,2.4
4531,23-10-2024,Pune,47.1,72.3,10.5,6.8,0.25,34.3,64,Satisfactory,27.6,28.6,1.1
4532,23-10-2024,Chennai,51.8,92.8,36.5,19.3,0.32,15.4,66,Satisfactory,23.4,89.8,0.4
4533,23-10-2024,Ahmedabad,56.7,91.3,4.7,9.3,1.13,74.1,92,Satisfactory,28.6,84.5,3.5
4534,24-10-2024,Hyderabad,27.5,42.5,8.4,7.4,1.16,43.5,42,Good,28.3,56.9,7.3
4535,24-10-2024,Chennai,52.9,89.9,10.6,8.3,2.8,32.2,62,Satisfactory,25.3,59.5,3.6
4536,24-10-2024,Mumbai,77.6,134.3,3.9,9.6,0.67,34.3,104,Moderate,27.1,93.4,4.6
4537,24-10-2024,Kolkata,122,211.8,9.8,10.8,0.77,27.1,312,Very Poor,32.7,66.8,0.2
4538,24-10-2024,Jaipur,96.7,182.8,82.7,5.1,0.22,25,269,Poor,22.5,93.6,3.5
4539,24-10-2024,Ahmedabad,90.1,157.1,26.6,6.9,2.83,37,240,Poor,24,82.2,5.1
4540,25-10-2024,Chennai,86.4,133.2,20.6,5.3,0.44,37.1,179,Moderate,13.2,81.3,1.3
4541,25-10-2024,Hyderabad,41.9,76.7,40,7.9,0.79,9,54,Satisfactory,38.1,82.8,2.5
4542,25-10-2024,Ahmedabad,85.2,146.4,22,22.6,0.62,23.8,133,Moderate,23.5,67.4,5
4543,25-10-2024,Jaipur,31.8,46.6,35.6,29.4,2.67,28.6,68,Satisfactory,26.3,48.7,1.3
4544,25-10-2024,Ahmedabad,79.7,150,45.1,18.1,2.12,40.5,151,Moderate,26.7,54.7,4
4545,25-10-2024,Hyderabad,60.4,79.9,12.3,5.8,0.72,12.9,167,Moderate,38.2,86,2.8
4546,25-10-2024,Mumbai,42.2,67.6,11.7,4.3,0.71,21.8,58,Satisfactory,33.9,58.3,3.2
4547,25-10-2024,Hyderabad,174.1,302.5,24.6,4,1.11,43.6,386,Very Poor,37.3,80.5,5.1
4548,25-10-2024,Hyderabad,60.4,103.6,28.3,9.9,1.02,18,118,Moderate,29.6,35.6,2.9
4549,25-10-2024,Mumbai,118.7,213.4,37.2,11.3,0.27,40.2,275,Poor,30.5,44.1,1
4550,25-10-2024,Pune,79.7,104.9,31.6,5.5,0.47,38.9,111,Moderate,21,95,4.6
4551,25-10-2024,Bengaluru,39,73.2,18,7.1,0.81,32.2,90,Satisfactory,25.9,81.6,0.6
4552,25-10-2024,Lucknow,114.4,161.9,23.3,7.1,1.56,20.7,250,Poor,34.8,31,3.2
4553,25-10-2024,Kolkata,57.2,76.3,16.5,16.6,0.1,20.5,76,Satisfactory,33.4,27,1.8
4554,25-10-2024,Mumbai,77.7,116.3,10.1,10.8,0.34,53.4,124,Moderate,28.4,94.2,2.5
4555,26-10-2024,Bengaluru,39,67.3,23.7,1.6,0.21,85.3,60,Satisfactory,32.2,23.5,1
4556,26-10-2024,Pune,27.4,42.2,19.4,9.7,0.65,6.8,40,Good,28.8,45.1,5.2
4557,26-10-2024,Pune,81.3,116.7,25.7,14.3,0.72,51.3,187,Moderate,34.1,50.8,1
4558,26-10-2024,Lucknow,62.6,111.5,26.1,20.7,3.45,90.3,131,Moderate,31.1,83.8,4.1
4559,26-10-2024,Kolkata,50.5,68.7,51.4,1.8,1.18,26.1,57,Satisfactory,37.7,39.1,3
4560,26-10-2024,Mumbai,48.5,75.8,8.4,5,1.72,22.1,91,Satisfactory,38.2,94.2,2.1
4561,26-10-2024,Bengaluru,59.9,107.8,20.4,13.3,0.96,113.8,67,Satisfactory,20.8,59.5,0.9
4562,26-10-2024,Bengaluru,31.1,47.9,65.3,1.4,0.54,10.5,58,Satisfactory,25.2,86.1,1.9
4563,26-10-2024,Lucknow,74.5,139.8,14.3,6,0.12,25.4,195,Moderate,27.5,64.2,0.7
4564,27-10-2024,Bengaluru,22.6,32.5,27.6,1,1.53,24.5,17,Good,31.7,28.1,3.2
4565,27-10-2024,Chennai,53.6,101.7,13.7,6.1,0.78,12.3,83,Satisfactory,33.2,25.4,1
4566,27-10-2024,Chennai,21.1,34.3,15.6,7,0.89,24,9,Good,26.2,58,2.3
4567,27-10-2024,Ahmedabad,48.4,91.7,18.4,7.3,0.35,12.1,91,Satisfactory,15.9,56,1
4568,27-10-2024,Hyderabad,53.7,97.9,17.2,9.1,0.89,38.3,60,Satisfactory,31.1,94.1,6.6
4569,27-10-2024,Mumbai,36.1,63,24.1,4.1,0.88,21,91,Satisfactory,29.4,82.7,0.4
4570,27-10-2024,Kolkata,73.5,104.2,23.9,3.9,2.91,5,131,Moderate,23.8,27.8,3.9
4571,27-10-2024,Chennai,13.3,20.3,4.1,5.1,0.96,81.5,34,Good,34.4,50.4,7.8
4572,27-10-2024,Chennai,35.1,56.8,8,8.4,0.44,31.2,76,Satisfactory,33.8,58.6,1
4573,27-10-2024,Bengaluru,27.4,43.1,29.2,2.2,1.26,12,22,Good,18.8,72.2,2.9
4574,28-10-2024,Hyderabad,37.9,52.1,49.6,4.2,0.2,121.6,60,Satisfactory,13.2,44.8,0.6
4575,28-10-2024,Delhi,77.2,120.8,55.3,9.3,1.21,27.4,182,Moderate,31.9,24.6,12.7
